"Entidad","Evento","Tipo de Programa","Categoría de Apoyo","Clasificación","Clasificación (Vieja Categoría)","Programa","Medida","Periodo","Monto Presupuestado","Fuente","Link","Fecha"
"Veracruz De Ignacio De La Llave","COVID-19","Programas Fiscales","Prórroga de pago de Impuesto","MIPYMES","MIPYMES",,"Las empresas con una plantilla no mayor a 50 empleados gozarán del diferimiento del Impuesto a la Nómina en el bimestre marzo-abril, pudiendo pagarlo entre julio y diciembre, con la condición de no ejecutar despidos injustificados.","Contingencia Sanitaria",,"Gobierno del Estado de Veracruz","http://www.veracruz.gob.mx/2020/03/30/presenta-gobernador-cuitlahuac-garcia-acuerdo-por-la-reactivacion-economica-en-veracruz/","43920.0"
"Veracruz De Ignacio De La Llave","COVID-19","Programas Fiscales","Suspensión de Actos de Fiscalización","Todos los Sectores","MIPYMES",,"Serán suspendidas algunas revisiones fiscales y administrativas hasta el 30 de junio, según lineamientos de las secretarías de Finanzas y Planeación (SEFIPLAN), Salud (SS) y Trabajo, Previsión Social y Productividad (STPSP).","Contingencia y Nueva Normalidad",,"Gobierno del Estado de Veracruz","http://www.veracruz.gob.mx/2020/03/30/presenta-gobernador-cuitlahuac-garcia-acuerdo-por-la-reactivacion-economica-en-veracruz/","43920.0"
"Veracruz De Ignacio De La Llave","COVID-19","Programas Fiscales","Prórroga para pago de Referendo Vehícular","Población General","Ciudadanía en general",,"El plazo a vehículos particulares para acceder al subsidio del 100% de la Tenencia 2020 será ampliado hasta el 30 de junio.","Contingencia y Nueva Normalidad",,"Gobierno del Estado de Veracruz","http://www.veracruz.gob.mx/2020/03/30/presenta-gobernador-cuitlahuac-garcia-acuerdo-por-la-reactivacion-economica-en-veracruz/","43920.0"
"Veracruz De Ignacio De La Llave","COVID-19","Programas de Estímulo Económico","Pago a proveedores","Proveedores","Proveedores",,"El Gobernador señaló también que ha instruido a la SEFIPLAN reanudar el pago a proveedores, efectuando un primer depósito de 100 mil pesos a cada uno de los afectados por administraciones pasadas.","Contingencia Sanitaria",,"Gobierno del Estado de Veracruz","http://www.veracruz.gob.mx/2020/03/30/presenta-gobernador-cuitlahuac-garcia-acuerdo-por-la-reactivacion-economica-en-veracruz/","43920.0"
"Yucatán","COVID-19","Programas de Asistencia Social","Condonación de pago de impuesto","Población General","Servicios","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Apoyos concretos para beneficiar la economía y el ingreso de las familias: 
  1) Subsidios a los ciudadanos de los 106 municipios el costo del servicio de agua potable y de recolección de basura durante los meses de abril y mayo. El gobierno estatal le entregará los recursos correspondientes a los ayuntamientos.","Contingencia Sanitaria",,"Plan Estatal para Impulsar la Economía, los Empleos y la Salud","https://static.yucatan.gob.mx/apoyos/pdf/Decreto_200_2020.pdf","43924.0"
"Yucatán","COVID-19","Programas de Asistencia Social","Seguro de desempleo","Desempleados","Desempleo","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Se creará un Seguro de Desempleo tanto para las personas de 18 a 65 años, que hayan perdido su empleo o aquellas que no tienen empleos fijos y trabajen por su cuenta, de $2,500 mensuales por dos meses para aminorar los efectos del impacto en la economía familiar.","Contingencia Sanitaria","2.34E8","Reglas de operación del programa de subsidios o ayudas denominado Seguro de Desempleo","https://static.yucatan.gob.mx/apoyos/pdf/Reglas_de_Operacion_Seguro_de_Desempleo.pdf","43927.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Condonación de pago de impuesto","Población General","Agua Potable","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Se exentará el pago del servicio de Agua Potable y Alcantarillado para los usuarios de hogares, hoteles y comercios de la Zona Metropolitana donde brinda el servicio la Junta de Agua Potable y Alcantarillado de Yucatán (JAPAY).","Contingencia Sanitaria",,"Gobierno del Estado de Yucatán. Plan para Impulsar la Economía, los Empleos y la Salud del Gobierno del Estado. https://apoyos.yucatan.gob.mx/","https://apoyos.yucatan.gob.mx/","43927.0"
"Yucatán","COVID-19","Programas Fiscales","Prórroga de pago de Impuesto","Todos los Sectores","Incentivos Fiscales","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Durante marzo y abril, se concederán estímulos fiscales y prórrogas en la presentación de declaraciones de Impuestos Estatales a los contribuyentes obligados.","Contingencia Sanitaria",,"Gobierno del Estado de Yucatán. Plan para Impulsar la Economía, los Empleos y la Salud del Gobierno del Estado. https://apoyos.yucatan.gob.mx/","https://apoyos.yucatan.gob.mx/","43927.0"
"Yucatán","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable","Apoyos alimenticios","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Programa de asistencia a la comunidad en vulnerabilidad y discapacidad. Entrega de paquetes alimenticios a hasta 450 mil familias en situación de vulnerabilidad, cada quince días, durante dos meses.","Contingencia Sanitaria",,"Gobierno del Estado de Yucatán. Plan para Impulsar la Economía, los Empleos y la Salud del Gobierno del Estado. https://apoyos.yucatan.gob.mx/","https://apoyos.yucatan.gob.mx/","43927.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Préstamos","Sector Agrícola-Ganadero-Pesquero","Producción Agrícola","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Entrega de créditos para la producción, transformación, transportación y comercialización de productos de origen agropecuario, forestal o pesquero para persona física o moral con capacidad para contratar créditos, que tengan como objetivo primordial mantener las actividades agropecuarias, agroindustriales, forestales, artesanales, de servicios o comercio en el medio rural. Programa ya existente, pero adaptado.","Contingencia Sanitaria","1.0E7","Reglas de operación del fondo de crédito agropecuario y pesquero de Yucatán","https://static.yucatan.gob.mx/apoyos/pdf/Reglas_de_Operacion_FOCAPY_13_10_2005.pdf","43927.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Sector Agrícola-Ganadero-Pesquero","Producción Agrícola","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Entrega de insumos y apoyos económicos, a fin de fortalecer el desarrollo de las actividades de apicultores, avicultores, porcicultores, ganaderos en general, agricultores, mujeres campesinas y cualquier otra persona que se dedique a las labores del campo para apicultores, avicultores, porcicultores, ganaderos en general, agricultores, mujeres campesinas y cualquier otra persona que se dedique a las labores del campo. Programa adaptado.","Contingencia y Nueva Normalidad","2.5E7","Creación del Programa de Apoyo Directo al Desarrollo Rural","https://static.yucatan.gob.mx/apoyos/pdf/Reglas_de_Operacion_PADDER.pdf","43937.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Préstamos","Emprendedores","Emprendedores","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Programa de créditos para personas que trabajan por su cuenta, que consiste en créditos para adquirir materiales, maquinaria y capital de trabajo con 0% de interés. El dinero de estos créditos deberá ser destinado para la adquisición de maquinaria, equipo, herramientas o insumos para el desarrollo de un proyecto de negocio o la consolidación de una actividad productiva ya establecida para la Población Económicamente Activa ocupada bajo la modalidad de trabajador independiente.","Contingencia y Nueva Normalidad","8000000.0","Medidas realizadas por Yucatán, oficio enviado al LNPP el 16 de abril, 2020 por parte de la Secretría Técnica de Planeación y evaluación.","https://static.yucatan.gob.mx/apoyos/pdf/apoyo_personas_cuenta_sedesol.pdf","43937.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Emprendedores","Emprendedores","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Entrega de apoyos económicos materiales, herramientas de trabajo y maquinaria para el desempeño de actividades productivas para la Población Económicamente Activa ocupada bajo la modalidad de trabajador independiente.","Contingencia y Nueva Normalidad",,"Medidas realizadas por Yucatán, oficio enviado al LNPP el 16 de abril, 2020 por parte de la Secretría Técnica de Planeación y evaluación.","https://github.com/lnpp/medidasEconomicasCovid19/raw/master/www/Documentos/MedidasYucatan.pdf","43937.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Mujeres","Mujeres","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Microyuc Mujeres. Créditos de $5,000 a $50,000, con carácter devolutivo a micro, pequeñas y medianas empresas conformadas por mujeres o en su mayoría por mujeres, con una tasa de interés de 0% y con 4 meses de gracia en la primera mensualidad para mujeres o personas morales constituidas por completo o en su mayoría por mujeres, entendida esta como la aportación accionaria o en la participación social, agrupadas o no en cualquier figura jurídica, legalmente establecidas, con domicilio y operación en el estado de Yucatán. Programa Adaptado.","Contingencia y Nueva Normalidad","1.1E7","Acuerdo Microyuc Mujeres","https://static.yucatan.gob.mx/apoyos/pdf/Reglas_de_Operacion_Microyuc_Mujeres.pdf","43937.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES","MIPYMES","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Crédito para Micro y Pequeños Empresarios. Créditos de fácil acceso y bajo costo con 0% de interés y 4 meses de gracia en la primera mensualidad, para personas que trabajen por su cuenta, mayores de 18 años que residan en Yucatán para Emprendedores y Emprendedoras mayores de dieciocho años, micro y pequeñas empresas con domicilio fiscal en el territorio del estado de Yucatán.","Contingencia y Nueva Normalidad","9700000.0","Reglas de operación del programa de crédito y financiamiento denominado Microyuc Emprendedores","https://static.yucatan.gob.mx/apoyos/pdf/Reglas_de_Operacion_Microyuc_Emprendedores.pdf","43937.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Emprendedores","Emprendedores","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Apoyo a emprendedores. Se otorgarán créditos de $25,000 a $100,000 de fácil acceso y bajo costo con un plazo hasta 24 meses y tasa cero de interés hasta el 31 de diciembre de 2020 y tasa de interés ordinaria del 8% anual en los meses restantes al plazo solicitado. En el caso de mujeres o sociedades cuya representante legal sea mujer la tasa de interés ordinaria es el 7% anual posterior al 31 de diciembre de 2020. El programa otorga 4 meses de gracia en el pago de la primera mensualidad.","Contingencia y Nueva Normalidad",,"Gobierno del Estado de Yucatán. Plan para Impulsar la Economía, los Empleos y la Salud del Gobierno del Estado. https://apoyos.yucatan.gob.mx/","https://apoyos.yucatan.gob.mx/","43927.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Todas las Empresas","Empresas","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Apoyo empresarial. Se otorgarán créditos de $50,000 a $400,000, con carácter devolutivo con tasa cero de interés hasta el 31 de diciembre del 2020 y tasa de interés ordinaria de TIIE + 3 anual en los meses restantes del plazo solicitado. El programa otorga 4 meses de gracia en el pago de la primera mensualidad.","Contingencia y Nueva Normalidad","2.4E7","Plan Estatal para Impulsar la Economía, los Empleos y la Salud","https://static.yucatan.gob.mx/apoyos/pdf/Decreto_200_2020.pdf","43924.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Artistas; Artesanos y Sector Cultural","Sector Artesanal","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Entrega de apoyos económicos que van desde insumos y materiales hasta por $36,000 pesos para respaldar a más de 1,050 emprendedores y artesanos yucatecos para que sigan con su negocio y puedan garantizar pagos a proveedores y trabajadores.","Contingencia y Nueva Normalidad","2.0E7","Mensaje del gobernador de Yucatán el 13/5/2020","https://twitter.com/MauVila/status/1260647467013427200","43964.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Todas las Empresas","Empresas","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Se asignarán a empresas subsidios económicos que van de los $1,500 a los $25,000, para otorgar materia prima y herramientas, así como para la adquisición de producto terminado a fin de elevar su capacidad de producción y comercialización. El programa otorga 4 meses de gracia en el pago de la primera mensualidad, teniendo dos modalidades:
<ul><li>a) Apoyo económico o entrega de insumos y/o herramientas</li><li>b) Adquisición de productos terminados</li></ul>","Contingencia y Nueva Normalidad",,"Gobierno del Estado de Yucatán. Plan para Impulsar la Economía, los Empleos y la Salud del Gobierno del Estado. https://apoyos.yucatan.gob.mx/","https://apoyos.yucatan.gob.mx/","43927.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Sector Agrícola-Ganadero-Pesquero","Sector pesquero","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Apoyo a Trabajadores del Sector Pesquero. Entrega de apoyo en efectivo a pescadores y personas que se dedican a la actividad pesquera por $2,000 a 12,500 personas para trabajadores que durante todo el año se dedican a la actividad pesquera.","Contingencia Sanitaria","2.0E7","Gobierno del Estado de Yucatán. Plan para Impulsar la Economía, los Empleos y la Salud del Gobierno del Estado. https://apoyos.yucatan.gob.mx/","https://apoyos.yucatan.gob.mx/","43927.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Sector de la Construcción","Vivienda","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Apoyo  económico  para  completar  la compra de una vivienda social nueva a través de un subsidio de $45,000. El programa otorga 4 meses de gracia en el pago de la primera mensualidad para personas mayores de  18  años  que  habiten  en  el  estado  de  Yucatán,  derechohabientes  del  Instituto  del Fondo  Nacional  de  la  Vivienda  para  los  Trabajadores  (INFONAVIT)  con  ingresos  de hasta 2.8 UMAS ($7,395.22 aproximadamente), definiendo Vivienda social como una vivienda con un valor en el mercado de hasta $417,302.00 pesos mexicanos.","Contingencia y Nueva Normalidad","1.2E8","Reglas de operación del Programa de subsidios o ayudas denominado Programa de Apoyos para el Desarrollo de la Vivienda Social,","https://static.yucatan.gob.mx/apoyos/pdf/Reglas_de_Operacion_Vivienda_Social.pdf","43927.0"
"Yucatán","COVID-19","Programas de Asistencia Social","Prórroga de pago de servicios","Población General","Servicios","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Se subsidiará, durante el bimestre del 1 de abril al 30 de mayo, el 50% del recibo de consumo de energía eléctrica siempre y cuando se mantengan dentro del rango de consumo de 400 KWH al bimestre para las tarifas 1B y 1C del interior del estado; y para la tarifa de Mérida (1D), también se pagará el 50% del recibo a quienes tengan un consumo de hasta 450 KWH.","Contingencia Sanitaria",,"Gobierno del Estado de Yucatán. Plan para Impulsar la Economía, los Empleos y la Salud del Gobierno del Estado. https://apoyos.yucatan.gob.mx/","https://apoyos.yucatan.gob.mx/","43927.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Préstamos","Turismo (Hoteles y Servicios Turísticos)","Sector turismo","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Se otorgarán créditos a las unidades económicas del ramo turístico y cultural para la conservación de su planta laboral. El programa otorga 4 meses de gracia en el pago de la primera mensualidad. Montos máximos de apoyo: $3,000.00 mensuales por empleado. Las unidades económicas podrán hacer solicitudes hasta por 100 empleados, de acuerdo a lo declarado sobre sus Impuestos sobre la Nómina. Se otorgarán apoyos hasta por dos meses o hasta que la suficiencia presupuestal lo permita.","Contingencia Sanitaria",,"Reglas de operación del Programa Protección al Empleo del Sector Turístico en el estado de Yucatán","https://static.yucatan.gob.mx/apoyos/pdf/Reglas_de_Operacion_Sector_Turistico.pdf","43927.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Préstamos","MIPYMES","MIPYMES","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Créditos a MIPYMES (Impulsa Yucatán). Financiamientos para empresas de los sectores estratégicos de la economía yucateca, que van de los 500 mil pesos hasta los 5 millones de pesos, con una tasa de interés máxima del 15.5% anual, sin comisión por apertura, sin penalización por pago anticipado, sin garantía para montos inferiores a los 2.5 millones de pesos y hasta tres meses de gracia en el pago de capital, incluido en el plazo.","Contingencia y Nueva Normalidad","4.6E8","Plan Estatal para Impulsar la Economía, los Empleos y la Salud","https://static.yucatan.gob.mx/apoyos/pdf/Decreto_200_2020.pdf","43924.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Emprendedores","Emprendedores","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Programa Microyuc Social: Otorgamiento de créditos con una tasa de interés del 0% a un plazo de dieciocho meses; que deberá ser destinado para la adquisición de maquinaria, equipo, herramientas o insumos para el desarrollo de un proyecto de negocio o la consolidación de una actividad productiva ya establecida. El programa otorga 4 meses de gracia en el pago de la primera mensualidad.","Contingencia y Nueva Normalidad",,"Gobierno del Estado de Yucatán. Plan para Impulsar la Economía, los Empleos y la Salud del Gobierno del Estado. https://apoyos.yucatan.gob.mx/","https://apoyos.yucatan.gob.mx/","43927.0"
"Yucatán","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Emprendedores","Emprendedores","PLAN ESTATAL PARA IMPULSAR LA ECONOMÍA,
LOS EMPLEOS Y LA SALUD DE LOS YUCATECOS","Programa Microyuc Productivo. Otorgamiento de apoyos económicos y en especie. Los apoyos en especie que se entregarán como parte del programa consisten en insumos y herramientas de trabajo y maquinaria para el desempeño de actividades productivas.","Contingencia Sanitaria","8000000.0","Anuncio de los Apoyos Económicos y en especie","https://static.yucatan.gob.mx/apoyos/pdf/apoyo_especie_sedesol.pdf","43927.0"
"Zacatecas","COVID-19","Programas Fiscales","Condonación de pago de impuesto","MIPYMES","MIPYMES",,"Condonación de 100% del Impuesto sobre Nómina a empresas con menos de 20 trabajadores; reducción de 50 por ciento del Impuesto sobre Nómina a las empresas que tengan de 21 a 40 trabajadores; y 30 por ciento del mismo a las que tengan más de 40.","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/d158318c-63a9-474c-ba23-b6c558659518;1.2","43911.0"
"Zacatecas","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Agua Potable",,"Se descontará 100% del Impuesto Sobre Nómina a las administraciones municipales y organismos operadores de agua potable, a fin de que utilicen ese recurso en el fortalecimiento de las medidas de atención a esta pandemia.","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/d158318c-63a9-474c-ba23-b6c558659518;1.2","43911.0"
"Zacatecas","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Turismo (Hoteles y Servicios Turísticos)","Turismo",,"Durante abril y mayo, se condonará 100% del Impuesto Sobre Servicios de Hospedaje; asimismo, se harán descuentos de 10, 20 y 30 por ciento en Impuesto Sobre Estructura.","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/d158318c-63a9-474c-ba23-b6c558659518;1.2","43911.0"
"Zacatecas","COVID-19","Programas Fiscales","Recorte Presupuestal","Población General","Planeación gubernamental",,"A fin de contar con los recursos suficientes para enfrentar esta crisis, el Gobernador Alejandro Tello ordenó implementar una serie de medidas de austeridad y disciplina financiera al interior de la administración gubernamental, por lo que quedan prohibidas nuevas contrataciones, recategorizaciones y generación de estímulos o incentivos al personal. De la misma manera, se restringen los gastos de celebraciones que no sean sustantivas y de primer orden; se disminuirán los montos de viáticos; se prohíben asesorías, consultorías, así como asistencias e intercambios en materia jurídica. El Gobernador también informó que se restringe la adquisición de bienes muebles, salvo los relacionados con atención a esta crisis en salud. También se realizan las gestiones necesarias para que las instituciones bancarias con las que el Estado tiene compromisos derivados de su deuda refinancien los montos y otorguen periodos de gracia, en aras de liberar flujos de recursos y canalizarlos en la adecuada prevención y atención a esta pandemia.","Contingencia Sanitaria",,"Gobierno del Estado de Zacatecas","https://www.zacatecas.gob.mx/implementa-alejandro-tello-plan-de-apoyo-economico-estimulos-fiscales-y-acciones-de-austeridad-ante-contingencia-por-covid-19/","43913.0"
"Zacatecas","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General","Ciudadanía en general",,"Se realizarán descuentos desde 5 hasta 75 por ciento a los derechos de control vehicular; y se otorgarán beneficios con descuentos desde 75 hasta 100 por ciento en la inscripción de documentos en el catastro estatal.","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/d158318c-63a9-474c-ba23-b6c558659518;1.2","43911.0"
"Zacatecas","COVID-19","Programas Fiscales","Pago a proveedores","Proveedores","Proveedores",,"Se instruyó a la Secretaría de Finanzas para que durante abril se pague el 100 por ciento de adeudos que se tengan con proveedores y /o prestadores de servicios, con el fin de generar flujo de efectivo y dinamizar la economía a nivel nacional.","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/d158318c-63a9-474c-ba23-b6c558659518;1.2","43911.0"
"Zacatecas","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Todas las Empresas","Empresas acreditadas del Fondo Plata Zacatecas","Apoyo a empresas acreditadas del Fondo Plata Zacatecas 2020","Disminución de la tasa de interés a todos los créditos vigentes siempre y cuando estén al corriente habiendo comprobado la inversión en tiempo y forma se otorgará de forma automática: Disminución de la tasa de interés al 5% en los meses de: abril, mayo y junio 2020. A todos los créditos vigentes se les ofrecerá: Reestructuración de créditos únicamente de capital, a créditos vigentes, habiendo comprobado la inversión en tiempo y forma: Plazo de hasta 60 meses; 6 meses de gracia de pago de capital; Disminución de la tasa de interés al 5% en los meses de abril, mayo y junio 2020
","Contingencia y Nueva Normalidad",,"Secretaría de Economía del Estado de Zacatecas","https://economia.zacatecas.gob.mx/wp-content/uploads/Presentaciones/P_Economico_Emergente_SEZAC_2020.pdf","43913.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES","MIPYMES","Apoyo de financiamiento a empresarios y empresas de hasta 10 empleados","Créditos nuevos a empresas prestadores de servicios turísticos, Servicios Gastronómicos, con menos de 10 trabajadores, ubicados en el Estado de Zacatecas que se están viendo afectados por la contingencia sanitaria COVID-19. Se otorgarán créditos de hasta 125 mil pesos con plazos de hasta 36 meses.","Contingencia y Nueva Normalidad","3.0E7","Secretaría de Economía del Estado de Zacatecas","https://economia.zacatecas.gob.mx/wp-content/uploads/Presentaciones/P_Economico_Emergente_SEZAC_2020.pdf","43913.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","PYMES","MIPYMES","Apoyo a empresarios y empresas que cuenten con más de 10 empleados","Créditos nuevos a empresas que tengan más de 10 empleados, de hasta 500 mil pesos con un plazo de 36 meses, 4 meses de gracia y una tasa anual de 5%.","Contingencia y Nueva Normalidad","4.0E7","Secretaría de Economía del Estado de Zacatecas","https://economia.zacatecas.gob.mx/wp-content/uploads/Presentaciones/P_Economico_Emergente_SEZAC_2020.pdf","43913.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Empleo Temporal","Desempleados","Sector Artesanal","Programa Emergentes para el Sector Artesanal","Apoyo en compra de artesanías por un valor de hasta 20 mil pesos, a aquellos artesanos que cumplan con una serie de requesitos.","Adaptados","1500000.0","Secretaría de Economía del Estado de Zacatecas","https://economia.zacatecas.gob.mx/wp-content/uploads/2020/04/Plan-Económico-Emergente-SEZAC-2020-V6-1.pdf","43927.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Sector Informal","Sector informal","Programa de estímulos para actividades económicas informales","Pago único de 4,800 pesos. Apoyos para actividades económicas informales del Estado de Zacatecas y no se encuentran dados de alta en el Registro Federal de Contribuyentes ni cuentan con número de seguridad social y/o registro patronal ante el IMSS.","Contingencia Sanitaria","3.0E7","Secretaría de Economía del Estado de Zacatecas","https://economia.zacatecas.gob.mx/wp-content/uploads/Presentaciones/P_Economico_Emergente_SEZAC_2020.pdf","43913.0"
"Aguascalientes","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES","MIPYMES","Todos por Aguascalientes","Financiamiento y subsidio a Mipymes; Se destinarán 941 millones de pesos para el impulso a pequeñas y medianas empresas con proyectos productivos.","Contingencia y Nueva Normalidad","9.41E8","Revista Innovación Económica","https://innovacioneconomica.com/todos-por-aguascalientes-apoyos-economicos-ante-covid-19/","43920.0"
"Aguascalientes","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Desempleados","Comercios locales","Todos por Aguascalientes","Impulso al consumo local; Se destinarán 74 millones de pesos para apoyar a las personas que debido a la contingencia perdieron temporalmente su empleo y para impulsar el consumo local.","Contingencia Sanitaria","7.4E7","Revista Innovación Económica","https://innovacioneconomica.com/todos-por-aguascalientes-apoyos-economicos-ante-covid-19/","43920.0"
"Aguascalientes","COVID-19","Programas Fiscales","Compras Gubernamentales
","Población General","Obra pública","Todos por Aguascalientes
","Inversión en obras públicas;  Se invertirán 300 millones de pesos como recurso extraordinario para generar empleo a través de obra pública","Contingencia y Nueva Normalidad","3.0E8","Revista Innovación Económica","https://innovacioneconomica.com/todos-por-aguascalientes-apoyos-economicos-ante-covid-19/","43920.0"
"Aguascalientes","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable","Apoyos alimenticios","Todos por Aguascalientes
","Apoyo alimentario;  Se otorgarán 78 mil paquetes alimenticios para el sector más vulnerable de la población durante esta contingencia, 50 mil por parte del gobierno estatal y 28 mil a cargo del DIF.","Contingencia Sanitaria",,"Revista Innovación Económica","https://innovacioneconomica.com/todos-por-aguascalientes-apoyos-economicos-ante-covid-19/","43920.0"
"Aguascalientes","COVID-19","Programas Fiscales","Prórroga de pago de Impuesto","Emprendedores","Incentivos Fiscales","Todos por Aguascalientes","Incentivos empresariales; Los empresarios serán incentivados con importantes descuentos sobre el Impuesto sobre Nómina, algunos trámites y el mantenimiento en parques industriales.","Contingencia Sanitaria",,"Revista Innovación Económica","https://innovacioneconomica.com/todos-por-aguascalientes-apoyos-economicos-ante-covid-19/","43920.0"
"Aguascalientes","COVID-19","Programas de Estímulo Económico","Asesoría y Consultoría para Digitalización","Emprendedores","Capacitación laboral","Todos por Aguascalientes","Programas de capacitación en línea. Se ofrecerán programas de capacitación en línea con el objetivo de que emprendedores y negocios puedan aprovechar las diferentes herramientas que brindan las redes sociales. Y que de esta manera puedan utilizar la mercadotecnia digital para incrementar las opciones de venta o distribución de sus productos y servicios.","Contingencia y Nueva Normalidad",,"Revista Innovación Económica","https://innovacioneconomica.com/todos-por-aguascalientes-apoyos-economicos-ante-covid-19/","43920.0"
